Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Central African Republic,CAF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,120380494.812449,125062080.030534,134925217.510417,145136953.695959,155399476.971981,167340062.664671,179098009.826544,198049687.363761,204548146.086623,204103776.534749,220738724.49231,264311351.758761,319658363.756609,371786836.986464,419593316.800076,495771256.228326,577186181.076482,666973228.120106,784541012.194951,800159304.266457,804163557.99712,658220279.529674,679354458.899513,741083717.99069,894757684.778688,1106030805.79682,1312780724.59795,1335090002.27524,1349587857.42997,1371752190.09677,1398381904.28581,1362034647.34163,1162011650.00883,1137803729.44183,990564755.39802,1028192508.7323,977197128.667296,980949342.918885,937849834.756518,954724557.359825,961892548.667853,1003997988.55908,1203713341.51848,1354636824.03665,1453934116.79138,1600364095.55557,1789046042.06818,1965534824.81666,2069652128.20702,2154528583.72284,2235517790.661,1464728166.67598,1541970712.90618,1638326391.93018,1723342597.70422,1805300107.4394,
Canada,CAN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,43633316264.3338,44821982453.4306,47808371192.8617,52592250846.7832,58516689645.1336,62817239744.7602,69909940671.5266,77302304264.0566,84584682434.129,95009661084.1986,111000958214.236,135601028123.692,163775663278.423,185408897212.437,204392560172.873,215183646412.802,233202439782.019,256002304779.288,283538920882.344,306168984412.144,297736909485.027,307910981564.794,335502017959.23,358816280677.993,378564616943.47,429994152242.383,496924192565.338,539594094255.428,569294776960.483,585933130178.005,605271664306.15,607927696787.961,603774827600.179,608810481730.977,614153523170.781,635627073353.775,628082664566.242,649763179591.419,695713477173.78,714197996190.432,736827762643.561,803347612377.975,939774556195.714,1102415850391.87,1230422525401.27,1362354456038.44,1489866837246.01,1449748724883.65,1508743137996.92,1616214285519.96,1768641325749.68,1849762564044.85,1845393499052.34,1700568421615.6,1591321283579.92,1573492462788.37,
Central Europe and the Baltics,CEB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246937252423.106,268976701833.411,301109780411.928,347187408854.363,394832428488.644,417494699522.092,422228056237.565,426673096381.871,444083929188.843,449459915483.299,473866368798.977,556222718100.264,679054338148.505,821302222527.213,938957833080.912,1090740518845.74,1298796116854.68,1333614236763.9,1332848724648.34,1346087460769.98,1360728725316.28,1392589186978.1,1403711697627.08,1362625104673.56,1315096191437.42,1336412239740.02,
Switzerland,CHE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,122076920874.723,113785038089.326,115692825993.864,116855964135.739,132317887396.811,167739072555.11,221660493754.195,234089935451.098,247778561996.175,255079036342.819,281099101238.255,282959625765.904,292733723090.981,319667791015.082,342004497012.574,341044610527.236,319872574241.458,308246934211.272,312247512794.766,295971999905.513,289293030229.132,334393681800.328,397513033260.861,457655388836.989,477706471893.737,472585823088.405,481339635645.908,543791710783.908,605323442011.815,626676139186.997,675763133331.475,717859126226.97,708776847255.605,710491782037.87,687287016328.166,682059458127.31,
Channel Islands,CHI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6310777788.60498,6181740931.1618,6091305469.92452,6503284141.60544,7587639534.09441,8535539357.72342,9294673635.12266,10240936484.3354,,,,,,,,,,,
Chile,CHL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,4886472636.91019,5478801317.20794,5881557692.68474,5992120668.80364,6857700632.29738,7097401107.56157,7416617930.29362,7941283957.07515,8627704656.39923,10499359431.528,11570477241.9461,13966996451.0467,17241620732.9862,12173141179.1333,10903845018.2,11596121318.1659,15123428122.0312,20129305385.9297,26307350359.9345,32242843394.9621,26760037914.2423,21673442221.5121,19201369623.0095,17488386526.948,18281305632.8768,20984163496.8667,24827810827.9511,28669331607.4347,31165864113.5709,35146274062.2557,42772904175.8535,47964651748.0454,52856792412.9745,63598933895.7484,73934257107.2635,82588569648.9986,82226790897.2917,77616734013.0468,77651817812.7441,74542047451.0208,71191891260.3191,71513609366.7537,83077749294.2713,100452013431.245,120072499691.035,143603828920.914,167969056839.059,168009833888.93,183353969443.589,212599041048.779,249672636629.612,268351959167.045,266284266355.462,254222836767.798,243370439281.066,245751286069.398,
China,CHN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,45785721837.9479,52458957992.8711,61334480059.395,71765163909.7662,79658878356.1032,75176193055.92,73036609316.1847,85347647220.1954,100211444556.65,105767767755.274,114722051027.908,140517018667.205,162063302545.973,187352698228.468,173660731274.618,183675112500.134,188044354379.593,203198526532.919,214942958228.867,223173149674.185,222244989139.507,229305429127.706,259438144171.881,301493272301.297,331331017118.306,350371073902.918,365535074736.855,358707278877.96,374114476760.07,407837101602.396,459969835154.324,493366126021.288,556606018294.526,649708982237.542,795429943352.7,926902817755.587,991096043369.344,1072776189305.84,1181545268968.97,1287525564211.01,1423131569873.26,1648275876486.48,1959579219658.51,2295108727607.9,2706545225091.67,3310849593447.07,4106005860085.48,4906167803930.67,5810912041729.88,6798155266064.74,8027337163774.01,9223788349188.01,10264903104174.9,10897469726624.5,11380444692237.1,12042905971235.1,
Cote d'Ivoire,CIV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,620762575.913779,721613488.817095,885121480.395113,887461965.701314,1011605629.0532,1072952884.37057,1250499289.27942,1389035178.78823,1537676683.82766,1623469190.14112,1788480332.10484,2227242433.10148,2924349452.6858,3823422525.36971,4588233382.02731,5496993439.1811,7012994783.38895,8691557421.77644,9317823579.09513,9495037389.74418,8387621701.50417,6546703507.03729,6259070534.34082,6315631202.34906,7545232347.39,8704999067.32182,10118374367.3421,9536261956.43763,9252562311.25104,9334244881.96327,9969482749.67097,9928779170.14544,9392716568.25206,9904300910.39447,10600482150.6036,11559317942.3146,11863341620.8595,11712405498.4141,10611344473.4136,9982449219.99398,9729039719.62849,10859088587.0631,13816621702.2255,16996568791.4101,17484566415.1737,18496184728.3303,20988775094.6181,23284293766.8847,24421385197.9933,23624191739.5116,26527511963.8973,29260807270.5485,32863123950.6933,36646527858.9688,38774884010.3126,38357883747.7409,
Cameroon,CMR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,695972723.520531,831603404.874796,1003768563.84416,1079259944.12539,1166400389.48712,1292745609.8099,1486513554.61941,2008417679.52286,2613917858.75266,2630646686.05605,2715907601.03497,4233901621.51327,5241546514.85607,5432190930.88313,7463737006.78831,7816057332.72758,7393806165.14289,7638117182.23935,8089886043.16609,9640222821.80734,11129967300.1915,12471322764.5168,12236022908.8049,11128470747.1163,10766278549.3121,11145408228.6537,11963606542.5015,11757288463.5345,11467486094.7506,10362151325.942,10322907640.1882,10451446134.475,10692451487.3122,10322550319.0302,10167267594.839,10342065860.9489,12292058002.3021,15668036367.8054,17826744288.7893,19375447683.4515,20865278558.1024,23846163921.5245,26117766120.8875,27010694085.0812,28242062102.5751,29311897680.8491,31484882121.4373,33673650909.5534,33514546891.1222,33094042933.0011,32869054705.3161,
"Congo, Dem. Rep.",COD,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6588635750.67581,6036411844.40319,5521912119.32073,5265852743.72365,5354120630.765,4835990379.03012,6351297793.76127,6736847686.57131,9656903117.37568,8651034121.0321,10160866713.6775,11227938622.7263,12935882932.8654,14967629539.6492,17289555195.8523,18779553085.157,20430702089.9483,22402540262.9161,25959164359.0787,29063367736.3797,32572882713.567,34874333843.4108,36861846430.5208,37408158191.1647,
"Congo, Rep.",COG,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,158326821.206259,161150656.866844,176083143.192841,192891328.430891,207878337.057663,226840198.434025,256651203.441587,277636545.268985,288176923.536216,317339780.070597,379962629.693755,491411980.171685,631360611.279666,770488106.703436,762703507.619194,733541235.411548,822173401.233641,1056930933.54989,1471072608.86866,1994651424.40081,2305277018.36276,2093825206.29939,2123882361.09671,2036069432.81986,2067620280.31657,2285500045.56383,2076243238.47166,2164497351.27069,2184433376.12843,2336440038.14993,2642413905.87776,2041445337.54856,1789420273.08561,1175141311.30182,1301256577.85194,1690781351.07287,1705750292.46592,1496546998.69006,1766723632.65222,2027233756.70103,2225187598.01884,2363432968.37877,2689115218.37642,3449714920.92048,4416133831.95502,5241184955.3859,7177054939.44816,7806220437.97322,9071292743.99376,9315551995.82599,10773535682.0929,11527752273.7847,12255608373.3402,11723289157.0329,9065086407.83492,7543809307.23291,
Colombia,COL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,4792219089.79828,5002019498.04416,5561268755.06723,5804678120.86516,6082349861.3761,5853350170.00059,6190448195.49356,6613883699.82874,7103010743.57451,7813262976.26217,8862818772.79775,10561444087.8142,12837045296.2995,14252133770.9696,15330058079.9989,17350011791.7864,21860839008.9764,27818362743.469,33681681112.4518,37001968209.2095,37483967391.2045,36837331876.3325,37464968494.332,36378038848.1818,37148419505.6504,38648294799.4027,41381001422.8085,40648006837.7613,43893397364.8431,46437226460.242,53856641591.8862,61062506818.0417,73239742208.2779,85669545094.8123,94032600417.9714,100296487291.309,98418671689.1474,90972362838.3292,92623850823.6674,93607256765.2907,97018546109.231,98467865108.1749,110142977935.635,126135316179.55,149635646548.746,178794514574.338,207087950206.275,228313818559.65,252982116908.809,287624972090.797,335019893233.919,367141838911.112,383336842091.609,346377670422.892,308555476032.148,289114031114.957,
Comoros,COM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,216397107.867682,197280479.410431,191016083.291643,194506030.462561,226349339.217127,292085195.147303,370696260.062009,371461502.220491,402765159.970584,403462090.363864,479679646.081673,486967832.774359,402603375.509824,402138297.419537,382296084.941514,398063263.694884,376393638.380211,372252614.647402,393608967.709485,386640587.586277,385775736.512502,457193622.60723,564218937.016525,664599934.58271,708371395.366967,747340831.691431,846667848.57862,922086354.27555,949224916.089999,991220209.044042,1025553768.56151,1104430263.36961,1127645148.45659,1083706878.53442,1053235029.89249,1040977291.01513,
Cabo Verde,CPV,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,148707783.509314,140218604.759257,137316134.189904,140582014.74473,161763166.605478,207625521.829179,272453274.036766,296816566.245512,303441526.158413,314415036.81857,371459881.555406,435906136.093022,490005741.709723,542989128.627866,532058333.608778,547448465.282839,547204824.762573,576475742.763707,601942765.261182,586845302.858254,576410757.154669,683635767.551694,868858237.740604,1001825604.22381,1078061577.44072,1338202130.39496,1587097765.06859,1693360902.39208,1672995830.74231,1750808503.10063,1738558063.49841,1791546915.50163,1745511396.79409,1686241813.64122,1658689897.21325,1654421144.83768,
Costa Rica,CRI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,510661788.447497,524044373.79837,531840913.31719,584229834.432356,640333688.519298,688555356.357002,771172923.214011,847838888.215636,958130614.713367,1076558515.50317,1230661137.61079,1511753758.78028,1801369313.14207,2030441299.37784,2246123718.88603,2748396723.94455,3346298498.65852,4049767892.23374,4648950025.94372,3485257908.94968,2563615837.6105,2426760188.06453,2962519461.76117,3388282365.96159,4041148407.44765,4613006561.25547,4891145227.71141,5042102521.00835,5445106526.71847,6230047924.41541,7692749123.42774,9184142108.83161,10254922544.9333,11222286353.9731,11694118163.8053,12382742524.0885,12861586079.3659,13349504212.5979,14066314881.2355,14757996346.4374,15371442500.881,16682390822.9238,18402009671.5033,19795649031.3126,21865161925.3767,24861865723.6006,28417822778.6785,29340531555.215,32867968705.7157,37057200172.6923,42886688319.8759,46180020885.7996,48398598949.0201,50407805035.0803,52758372799.6488,54535179986.4875,
Caribbean small states,CSS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,3154072002.19865,3342332838.79871,3633734776.47135,3888832159.76643,4672031914.49443,5242289465.31165,6260805288.32821,8014577686.18488,8236990196.6782,8969574369.26163,9949881555.77296,11006211976.2856,12403533153.6545,14333239056.0635,15739129978.888,14983773388.0352,14818949516.3718,14807319547.2932,14466863556.3013,15135470398.2221,16213214620.883,16527457562.5637,16714299989.1211,16792786918.9069,17225818364.6176,17897822771.3909,18613251922.2742,21008614297.7795,23137525887.9318,24229393975.8801,26041826362.9435,29300629734.0266,31558521515.9382,32676909622.3769,34266655441.4015,37605678894.6122,42077582172.5646,46153596917.3676,51380810890.9482,56269772786.8419,62121020407.1862,60096958833.7554,61217937108.4529,60323979714.5191,65843168143.7497,68877198998.2083,69081458479.6841,69475363905.2421,65895671275.6243,64897121507.6211,
Cuba,CUB,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,7654613509.57618,9546591323.98649,11569961942.274,14193195504.1028,14800868279.4056,15455678191.7811,17363293578.1038,19512179192.4248,21119502929.9098,24056038961.7162,23252510413.0252,21755667088.8435,23126114247.6249,23320453050.8704,24321942440.1814,25567557506.8767,28873905332.2881,28867591551.0901,28120656969.8099,24971028458.2438,22815345023.7803,20229543590.4176,23243844341.619,27761692062.5785,29620963685.927,27490277281.5267,24685052306.8442,26571351727.6637,29128253985.0534,30766149202.292,31589119970.8747,34760454081.6375,39238796228.2846,44603695953.5993,50980928097.7061,56233339616.4366,61343665258.895,61972344609.0704,63021418248.3395,66619952970.334,70683409177.8804,74969137046.1458,77327219278.9837,81915785582.8286,,,
Curacao,CUW,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,763131961.843192,908095536.567946,1214345837.13816,1737662149.93046,2106768951.21233,2363386228.33091,2227452784.05273,2333689313.10985,2427090026.84144,2788391971.93224,3570314026.77026,4529738209.18923,4977076615.46327,5516689300.50758,5756383123.80589,6866268002.42387,7008369157.45544,7606933835.98289,8344806750.9237,9181539079.95555,9579823882.309,10520520932.132,9848662121.84019,9843307465.64098,9941639280.73823,10293743974.4756,12003061576.623,14750717574.7776,17715664797.9364,19226578064.3191,20976213811.305,25042468841.9117,25260895324.1011,25964596639.2567,26785042223.0792,25004997922.0572,23460020340.8993,22733723923.8732,22362531143.9913,20997291039.2008,20690904727.1163,
Czech Republic,CZE,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34327283805.1903,35850460444.8213,42630787408.9905,52541985378.1537,61149760583.6004,63017328953.3673,62472479688.7283,62468554739.2884,64727486036.8822,64500194752.2299,67461408619.8739,82110494956.0217,104169595980.168,126537443389.578,142603436939.354,162137205672.644,190041023673.736,194803012997.252,201162263891.02,203845510476.862,203345784377.522,202628333452.761,197813770389.766,192515807733.77,186287426864.834,192337739444.543,
Germany,DEU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,283741000381.226,369482421011.923,458400843178.001,529771731464.243,559665506391.278,600257447717.633,693696401487.092,865022532384.717,1020112651779.64,984894090006.959,872679085266.017,784228456610.584,770152506382.555,765393321929.247,875003237582.025,1110071653052.23,1457344559624.07,1558346720819.44,1694758354915.94,1834163652421.79,2084852343106.95,2109438640787.79,2241982800302,2414413161478.12,2531792301541.17,2477509933353.32,2296905076927.17,2206999491219.52,2154663483622.21,2041095568815.3,1955614862403.06,2164886901171.95,2618466106372.05,2959403925028.03,3160529440839.76,3348290968232.04,3601764829828.02,3588451628670.96,3662447792644.47,3801607078155.49,3756626259235.85,3823385124122.85,3863960409242.44,3740427335184.76,3624637555852.14,3596609489230.83,
Djibouti,DJI,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609541621.80772,1736863476.18159,1798731219.25815,
Dominica,DMA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,,,,,,,,,,53574857.4223121,72637477.6177302,87254348.0142845,90611635.1266829,90924390.6199289,98758556.2601776,105894335.671223,129629763.354447,153009927.671488,179492856.733913,180822916.725158,197851455.114706,208281655.95883,225843143.179479,241481562.544197,248010271.435592,264232450.616095,275825981.696937,283214995.040774,294379698.756064,293329822.474989,294215354.991039,311238008.197054,298060769.069903,327964751.754008,348578861.813744,356797112.17307,388111591.172938,407478273.304424,449091065.61373,462245393.518652,476764635.466809,490845710.441741,486318746.259197,478340198.868043,496690794.875247,491950927.966581,523262701.612112,486816799.546906,
Denmark,DNK,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,,,,,,,16276854129.1067,18257137500.2796,21686291768.5916,28258363501.8037,34568596987.6621,41224083534.4881,45833118018.4897,50162145533.7149,57465161204.2049,69948972205.319,77948166205.6846,73218172793.6386,66352827034.2657,60348141740.4173,59370835163.6076,61050252365.5839,72604056751.5564,91778267554.3854,114406439579.952,119267657306.38,126295535160.07,132698489995.61,149624422217.406,149432751048.303,159296959307.892,171747014821.995,184376253260.035,186640136056.332,178127898815.279,176334576037.86,174391591847.459,168462168999.173,165975792752.01,187863247783.882,231167523994.155,268878397672.293,291089329943.496,304394830561.578,331766399990.622,331855242672.036,339645080875.113,345316378907.536,344718844940.718,354890349879.684,359299152044.363,341953521899.281,326439614016.934,318623423978.386,
Dominican Republic,DOM,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,778525998.726575,870722009.265434,985094769.098958,897126699.460429,1013967734.48043,1043388518.6777,1071023353.40608,1227498065.07179,1516951784.90452,1731786736.89067,2063350133.19142,2523182174.5555,3064372959.21916,3665475491.28902,4102484765.56116,4488922351.63946,4984803022.35931,5839259257.44651,6613270435.59383,7174906451.20348,7520248291.12678,7674409957.99596,8241966671.78237,7079136208.71594,6792800656.45048,6318716891.23666,6294996055.7878,6360536525.39893,6232628526.34147,7578619797.52784,9945912957.03313,12123308938.6092,13348046288.7712,15297290182.0452,17261112586.4557,19085837378.7715,20120223355.9916,21207420081.1188,22729327262.3667,23560744620.5802,25277460284.3629,23558663802.5178,23273819845.774,27999863059.2602,33944406251.9883,41642189788.6636,45217726005.1792,47323824008.0281,51785312050.4022,54374688418.6453,57466717675.9557,60525633566.9854,64172357865.767,66583759649.1155,68996807150.7613,71428754232.7541,
Algeria,DZA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,2182668794.15638,2777643562.27768,2918192371.07534,3079285427.77599,2957497833.64792,3345577524.14691,3857828159.37832,4366160238.41536,4799637995.93895,4690922330.6666,6662893446.95344,8365852979.54228,11506893323.3582,15145548977.233,18096766700.6741,20157911363.9136,24559293708.348,31258080896.8655,38810936719.4238,44353743014.0041,46990075016.072,46873877270.2481,49553574130.2459,53914571889.6563,60147875627.4762,67120864670.1465,67712807771.6203,64189351911.3437,61135736244.6918,52734550661.2081,51382066039.6414,47747488762.0193,45725070009.4692,44716318295.774,44342949232.5966,44788247062.1348,46562033304.9261,47002844801.2421,49493095502.7598,52517132235.7409,55161274215.6197,62276015581.3993,73596557151.0313,89840601498.7836,104399566483.556,122870772519.503,146377600561.396,151578271288.67,161080584687.155,168509499408.873,193204750260.788,209972054075.183,213917623492.927,192681889719.936,177546801119.385,162798722124.767,
East Asia & Pacific (excluding high income),EAP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,64634275344.6809,72112689101.1313,82138823153.2494,95398239653.1283,106117593018.137,102735345824.354,102123536791.392,117589039688.387,135358429004.482,142999783197.92,154829005723.595,191397695700.508,228956302123.937,271597848088.933,270310421770.912,292125584755.803,315165537231.838,353275162065.764,396263337606.017,425898603314.668,432431586625.351,434134824588.673,467343112340.169,508116634873.591,548793425009.414,583405740971.288,623994222147.16,637206046641.538,672251125083.971,731694987504.921,823851935863.455,906714471170.674,1031288537241.73,1201265637165.22,1415295422546.12,1552503130750.46,1474280620773.64,1533392309570.94,1660246882629.71,1807076277114.62,1973663750449.42,2260807074996.87,2680311178556.95,3106672518842.45,3621987001819.98,4378892375194.33,5375037455210.66,6287594621188.85,7407329310218.88,8618952946788.12,10151870155428.3,11509996382996.5,12598487745251.3,13201455512933.6,13700170196219.2,14451633348295,
Early-demographic dividend,EAR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,,,,,183413967361.253,199856137865.416,209348982109.573,218424432879.644,231114915508.985,253553529274.046,272651851886.317,295339416519.508,324853176216.519,396946101737.397,520291517990.783,641653004688.611,721455219131.769,759145423229.507,829881270851.793,991888641395.392,1201710604098.31,1394562242678.62,1399947774922.28,1334565458280.69,1321770842556.45,1357514980934.62,1437302826952.59,1545319182619.23,1643214907110.07,1625306043878.65,1727530002828.73,1844711846929.76,2072473685371.13,2232320074382.68,2395172964360.56,2497690682093.41,2666849170711.42,2806850852019.91,2789109356104.49,2871408763037.17,3081723598917.1,3176689639279.54,3150193251376.45,3401582319579.79,3919771699610.22,4561646650116.13,5201593094590.39,5983920107299.09,6806412702345.02,7153325938734.47,7931007914096.51,8775879432933.62,9806290082941.79,10362349328838.2,10616704782864.1,10522529785283.5,10517413136635.5,10773308626880.3,
